#{"t_start": 1691680379.9299045, "env_id": "JSBSim-v0"}
185.839838,1174,2630.68253
64.2151,1200,2632.900115
68.36668,1200,2633.876843
81.527901,1200,2636.093424
59.684495,1200,2637.06119
80.897258,1200,2639.283747
72.304906,1200,2641.496354
54.833449,1200,2642.46114
77.126675,1200,2644.675707
72.804696,1200,2645.64348
66.2601,1200,2647.861074
186.318858,1115,2648.768025
65.895001,1200,2650.981618
46.51392,1200,2653.19521
185.431449,930,2653.943709
186.011908,867,2654.642367
68.511833,1200,2656.860941
52.924881,1200,2659.074536
74.138289,1200,2660.043294
66.936057,1200,2662.255894
72.072229,1200,2663.233624
57.8269,1200,2665.44822
70.147896,1200,2667.662807
44.177878,1200,2668.629575
58.486169,1200,2670.832201
63.097331,1200,2671.79897
67.82636,1200,2674.001597
60.072475,1200,2674.968362
73.012719,1200,2677.179961
185.25164,809,2677.83079
68.906459,1200,2680.041387
186.580316,928,2682.029733
51.965325,1200,2682.99852
65.046786,1200,2685.207105
46.308256,1200,2686.170886
63.415739,1200,2688.383516
56.726451,1200,2689.350241
57.191616,1200,2691.598721
185.394084,835,2692.27047
75.091776,1200,2694.533902
70.839443,1200,2696.79633
80.671084,1200,2697.764099
73.35447,1200,2700.032506
185.987635,875,2700.738138
56.351414,1200,2702.995589
40.015983,1200,2703.961365
68.156579,1200,2706.22479
49.013036,1200,2708.471271
66.266229,1200,2709.439063
65.635275,1200,2711.687513
63.172401,1200,2712.658261
57.098748,1200,2714.914718
38.802215,1200,2715.880485
185.904617,793,2717.806031
41.662839,1200,2718.774796
-62.051348,598,2720.548885
32.660105,1200,2721.511642
51.843514,1200,2723.739187
54.602688,1200,2725.971726
-71.166932,718,2726.550783
-78.931618,433,2726.899649
79.588173,1200,2729.133138
185.203422,820,2729.795916
53.012686,1200,2732.020476
81.24119,1200,2732.986255
68.948686,1200,2735.229741
62.9619,1200,2736.195514
78.616391,1200,2738.429041
59.884369,1200,2740.652599
56.444523,1200,2741.620356
76.09007,1200,2743.835949
70.009122,1200,2744.802711
-123.642054,992,2746.842884
50.112823,1200,2747.817628
-80.767532,695,2749.620593
51.447235,1200,2750.586368
30.117293,1200,2752.807927
51.47618,1200,2753.773693
186.200808,1149,2755.968354
58.308072,1200,2758.180951
-74.100359,805,2758.83078
60.460998,1200,2761.039392
65.833091,1200,2762.013136
186.262842,1122,2764.167922
60.188054,1200,2765.132695
-122.419541,923,2767.123033
60.960241,1200,2768.089813
72.562452,1200,2770.31037
42.001196,1200,2772.504032
67.46766,1200,2773.470802
62.178871,1200,2775.661478
55.994609,1200,2776.635213
47.597805,1200,2778.833854
186.016432,827,2779.499627
59.180812,1200,2781.720201
185.16336,1106,2782.611214
186.105091,791,2784.50787
80.249377,1200,2785.472649
70.896252,1200,2787.696211
-92.088433,586,2788.167623
186.216488,866,2790.113127
69.03917,1200,2791.087852
185.79961,888,2793.06127
54.514787,1200,2794.024046
81.581584,1200,2796.2167
64.445178,1200,2797.180475
72.771602,1200,2799.378116
60.220111,1200,2801.58474
54.441159,1200,2802.549512
55.972421,1200,2804.768089
53.345235,1200,2805.733847
-51.30438,635,2807.496952
55.808503,1200,2808.461727
-50.819722,655,2810.234794
74.054646,1200,2811.19957
60.58283,1200,2813.4002
76.972014,1200,2814.365978
52.521586,1200,2816.569606
62.363685,1200,2818.777223
65.897977,1200,2819.75197
69.355512,1200,2821.944617
49.403408,1200,2822.909393
56.593559,1200,2825.103048
55.227787,1200,2826.068825
57.773832,1200,2828.267485
57.746941,1200,2830.504982
-67.501568,637,2831.01926
64.277573,1200,2833.223881
66.440983,1200,2834.192639
52.674459,1200,2836.395277
-77.330449,508,2836.804904
-87.459342,530,2837.230481
58.252044,1200,2839.436097
46.053426,1200,2840.398874
-89.537128,585,2842.12311
61.601103,1200,2843.088879
186.046212,848,2845.027386
-78.322828,500,2845.431043
86.627963,1200,2847.659581
78.69732,1200,2848.624373
186.12901,854,2850.562868
-78.238592,631,2851.071171
185.05571,833,2851.74092
81.684857,1200,2853.961498
74.510222,1200,2854.925283
62.628354,1200,2857.144846
81.882173,1200,2859.354453
80.73759,1200,2860.320219
61.456983,1200,2862.5408
55.088743,1200,2863.504567
64.528056,1200,2865.728129
185.273363,1161,2866.662003
50.951497,1200,2868.899514
55.539183,1200,2871.137041
65.973126,1200,2872.103839
-60.511566,1073,2874.193805
63.776511,1200,2875.166554
51.641175,1200,2877.360212
64.431955,1200,2879.551887
185.015645,979,2880.341184
78.622077,1200,2882.542913
186.082736,837,2883.21761
64.206924,1200,2885.436193
57.129663,1200,2886.401957
61.123942,1200,2888.623528
32.286408,1200,2889.597272
185.786261,857,2891.545747
65.698375,1200,2892.510523
63.003002,1200,2894.732093
49.330316,1200,2896.948621
54.180929,1200,2897.917457
53.58568,1200,2900.139001
44.944163,1200,2901.102775
62.932204,1200,2903.327335
54.219865,1200,2904.300077
42.808431,1200,2906.549551
74.009439,1200,2908.791059
46.613885,1200,2909.757822
39.38401,1200,2912.002314
50.178881,1200,2912.96608
186.260348,1031,2915.075028
54.963072,1200,2916.03781
75.738264,1200,2918.288284
79.204213,1200,2920.537745
44.877241,1200,2921.504516
42.613724,1200,2923.750021
53.155402,1200,2924.716765
68.650383,1200,2926.968263
61.108368,1200,2929.189803
57.805083,1200,2930.156569
51.211126,1200,2932.387105
-71.97356,856,2933.075809
47.198429,1200,2935.29737
70.874743,1200,2936.263135
50.943291,1200,2938.471751
63.113725,1200,2940.705284
55.432928,1200,2941.671049
63.71615,1200,2943.905567
67.588047,1200,2944.877319
52.113167,1200,2947.128784
-80.208583,707,2947.698881
19.231719,1200,2949.936397
66.27893,1200,2950.901165
72.932528,1200,2953.131705
61.276319,1200,2955.368217
60.622687,1200,2956.336004
50.748783,1200,2958.566525
60.839816,1200,2959.53329
76.874343,1200,2961.777771
47.031717,1200,2962.742552
52.204738,1200,2964.982057
40.033067,1200,2967.227534
63.355539,1200,2968.192315
-83.09563,664,2970.00126
65.623764,1200,2970.96803
71.899358,1200,2973.206532
39.175052,1200,2974.171307
53.419376,1200,2976.419829
81.984377,1200,2977.383556
186.217056,813,2979.316095
68.945962,1200,2980.279869
66.881487,1200,2982.50743
54.592979,1200,2984.723003
51.555392,1200,2985.687786
186.650829,1024,2987.760846
39.614944,1200,2988.734578
71.253415,1200,2990.964122
67.428397,1200,2991.926903
75.191786,1200,2994.162422
186.888905,974,2996.213556
-73.454519,867,2996.912224
74.531601,1200,2999.123829
53.204162,1200,3000.094609
43.962607,1200,3002.314156
61.466517,1200,3003.287896
72.118524,1200,3005.515436
71.384935,1200,3006.479223
66.67636,1200,3008.730686
61.550262,1200,3010.963214
69.338907,1200,3011.927983
72.067137,1200,3014.162518
82.47968,1200,3015.126292
49.751723,1200,3017.359814
70.800649,1200,3019.6113
-80.188241,568,3020.070685
47.003717,1200,3021.036509
83.016976,1200,3023.276018
78.486035,1200,3025.521499
44.752754,1200,3026.486272
52.401339,1200,3028.732764
75.25051,1200,3029.699526
50.893811,1200,3031.950998
49.255651,1200,3034.189508
55.756046,1200,3035.154278
56.997441,1200,3037.388795
64.886286,1200,3038.353572
54.018166,1200,3040.590084
52.047846,1200,3041.552884
47.162758,1200,3043.805336
58.626731,1200,3046.052826
69.457564,1200,3047.029543
47.728712,1200,3049.276034
73.149026,1200,3050.241806
63.711229,1200,3052.473329
49.340441,1200,3054.6989
71.729153,1200,3055.666641
64.696165,1200,3057.895185
185.973335,958,3058.665614
42.926038,1200,3060.906117
68.912597,1200,3061.871884
50.927465,1200,3064.105417
55.990201,1200,3066.340935
50.646961,1200,3067.308695
65.865325,1200,3069.557178
43.967828,1200,3070.519947
59.697367,1200,3072.758464
46.494372,1200,3073.723267
64.895292,1200,3075.966735
50.785281,1200,3078.204251
186.14422,881,3078.911869
51.819573,1200,3081.145422
26.387419,1200,3082.111172
20.468238,1200,3084.345706
57.051601,1200,3085.311471
52.341287,1200,3087.542992
63.415746,1200,3089.785495
51.686977,1200,3090.750265
55.039791,1200,3092.982802
45.223123,1200,3093.950578
71.12142,1200,3096.173128
67.312985,1200,3098.394701
12.140227,1200,3099.364446
50.849346,1200,3101.594984
66.6459,1200,3102.560756
56.866478,1200,3104.799265
50.229143,1200,3105.765026
60.841696,1200,3107.997573
53.516578,1200,3110.229105
75.904518,1200,3111.198851
41.953705,1200,3113.427401
50.335182,1200,3114.393159
62.32312,1200,3116.621713
43.236517,1200,3118.865206
66.47735,1200,3119.832977
54.367293,1200,3122.062514
71.511018,1200,3123.029273
74.85812,1200,3125.262793
-79.77681,741,3125.860804
36.710934,1200,3128.091336
68.382603,1200,3129.060087
-57.201995,759,3130.928845
57.459503,1200,3131.903598
68.640572,1200,3134.132122
49.710249,1200,3136.358708
56.536547,1200,3137.329451
70.27786,1200,3139.564964
56.490147,1200,3140.529721
185.847187,818,3142.458264
50.256675,1200,3143.426038
47.602331,1200,3145.66354
186.14964,820,3146.332304
54.147197,1200,3148.574803
185.081141,848,3149.257518
185.153147,816,3151.187065
64.071483,1200,3152.154823
186.559985,793,3154.056466
83.675969,1200,3155.025225
79.21552,1200,3157.261744
40.0649,1200,3158.227504
78.498123,1200,3160.469009
63.38576,1200,3162.695557
185.779437,974,3163.480949
53.29889,1200,3165.713455
185.076406,869,3166.416113
46.062365,1200,3168.655621
185.50341,876,3169.362257
186.048875,874,3171.330672
46.182315,1200,3172.30042
-27.379294,1010,3174.378469
48.775043,1200,3175.357197
49.001928,1200,3177.580771
185.301867,827,3178.248519
56.314726,1200,3180.47502
185.291326,808,3181.1259
185.250794,943,3183.154115
63.864019,1200,3184.121896
50.797961,1200,3186.352407
73.815133,1200,3187.316182
185.413662,848,3189.271637
185.903019,782,3189.901529
49.134528,1200,3192.13207
185.994669,766,3192.749052
49.857555,1200,3194.981481
58.69204,1200,3195.948301
-54.617024,624,3197.713397
186.333566,859,3198.40608
-45.75539,685,3198.957237
185.538198,836,3200.898751
185.158665,1086,3201.773818
185.990631,760,3203.65353
51.410676,1200,3204.6183
-91.342149,510,3206.284719
79.988072,1200,3207.252478
51.502594,1200,3209.477035
77.529522,1200,3210.442809
50.119894,1200,3212.671352
186.381445,789,3213.307225
54.709564,1200,3215.532777
45.875575,1200,3216.504528
-71.097174,656,3218.288564
78.624692,1200,3219.257312
186.154024,1129,3221.428092
186.641053,859,3222.120738
73.547685,1200,3224.3433
185.314946,757,3224.954258
48.072783,1200,3227.176821
-59.785974,694,3227.73595
-15.964613,896,3229.712338
53.691364,1200,3230.679101
-76.249116,449,3231.04987
184.83095,745,3232.907643
57.959614,1200,3233.874417
77.670886,1200,3236.098971
185.371934,849,3236.784676
71.97375,1200,3239.007238
52.942118,1200,3241.22283
184.659056,759,3241.836771
70.138798,1200,3242.803536
56.965585,1200,3245.024104
59.47088,1200,3247.251652
185.652892,843,3247.930388
51.598054,1200,3250.142
-59.826506,531,3250.570606
62.516848,1200,3252.775182
-91.942683,456,3253.144939
59.140081,1200,3254.111708
186.683169,854,3256.055196
49.074082,1200,3257.023958
59.509977,1200,3259.254498
59.301668,1200,3260.232231
52.2332,1200,3262.454795
51.146402,1200,3264.664395
58.584324,1200,3265.632157
186.053252,767,3267.490943
52.618689,1200,3268.457712
50.597891,1200,3270.673293
-112.867244,499,3271.074957
185.828686,908,3271.806513
-91.62384,401,3273.383239
71.797099,1200,3274.357963
-84.912369,427,3274.70181
185.212214,1109,3276.86062
80.356192,1200,3279.091129
-85.006808,397,3279.412058
57.881166,1200,3280.379815
51.600275,1200,3282.615345
-93.221852,424,3282.957213
184.919968,913,3284.959501
46.756503,1200,3285.928255
185.836278,897,3287.918605
53.680485,1200,3288.895333
85.013976,1200,3291.106926
62.560647,1200,3292.073687
72.109126,1200,3294.276335
64.176499,1200,3296.47597
61.576219,1200,3297.443726
185.833544,791,3299.322441
186.26802,759,3299.936382
52.921144,1200,3300.905171
184.791603,766,3302.789845
64.2903,1200,3303.756618
185.906949,783,3305.661249
186.342579,925,3306.405747
74.738769,1200,3308.621329
59.253495,1200,3309.590089
186.150198,869,3311.542558
72.171713,1200,3312.506336
63.813527,1200,3314.728905
73.652172,1200,3316.95544
186.32318,1132,3317.868388
77.509927,1200,3320.093943
78.732538,1200,3321.057719
-115.057721,456,3322.686268
69.323675,1200,3323.65503
58.527129,1200,3325.869624
-81.603541,423,3326.211482
185.801363,763,3326.825447
67.741749,1200,3329.037031
62.392859,1200,3331.250622
-87.52702,366,3331.546628
68.532693,1200,3332.512392
64.249483,1200,3334.721005
54.655108,1200,3335.686776
-85.697287,463,3337.290412
54.718922,1200,3338.25718
185.988665,1161,3340.428911
185.862104,923,3341.17242
71.750183,1200,3343.367079
63.495445,1200,3344.342842
184.789732,910,3346.306244
-106.958955,451,3346.670034
64.398443,1200,3348.86768
-88.467474,388,3349.180627
59.569282,1200,3350.147414
76.244584,1200,3352.363986
185.161017,833,3353.035738
63.901894,1200,3355.258294
185.665278,1076,3357.379198
63.709163,1200,3358.34696
185.907827,781,3360.226678
-90.400337,476,3360.614383
65.626819,1200,3361.583127
-113.613666,517,3363.229636
59.438108,1200,3364.197391
64.565593,1200,3366.391049
185.773211,809,3367.042866
185.011144,849,3368.964439
185.300409,949,3369.729872
74.881209,1200,3371.935514
-95.227554,503,3372.342143
73.792143,1200,3373.315887
186.251192,852,3375.229476
67.826141,1200,3376.195287
60.439385,1200,3378.38592
71.591423,1200,3380.579583
53.327808,1200,3381.547338
186.154627,840,3383.471905
61.082435,1200,3384.437668
55.196443,1200,3386.636309
61.961339,1200,3387.611055
52.821573,1200,3389.817664
55.984936,1200,3392.024305
-103.688981,537,3392.457833
61.390485,1200,3393.422609
57.704405,1200,3395.637197
60.340583,1200,3397.853789
81.225907,1200,3398.819554
185.975251,821,3400.733168
185.775418,1178,3401.690956
65.542197,1200,3403.935438
66.213038,1200,3404.900224
56.389547,1200,3407.128746
-96.947609,508,3407.53838
57.883488,1200,3409.745001
186.215018,961,3410.518406
-82.309667,474,3410.900132
49.49943,1200,3413.113725
57.577993,1200,3415.328316
51.968436,1200,3416.304057
68.817346,1200,3418.527614
184.613407,835,3419.199368
78.927273,1200,3421.416952
186.232587,845,3422.097682
46.5522,1200,3424.317246
59.527203,1200,3425.285
61.127232,1200,3427.517533
57.823798,1200,3429.730137
56.527568,1200,3430.703879
72.671523,1200,3432.922454
187.039831,804,3433.571275
-101.529809,624,3434.074597
57.744526,1200,3436.300154
45.255417,1200,3438.521747
-73.249754,415,3438.856619
55.325813,1200,3439.821368
186.218494,919,3441.825669
-108.889451,602,3442.311058
-82.893931,392,3442.626991
66.509005,1200,3444.855528
-101.603689,595,3445.334949
60.208122,1200,3447.560478
53.422293,1200,3448.52624
64.297401,1200,3450.750806
62.252998,1200,3452.966389
53.940561,1200,3453.934158
185.276138,886,3455.908566
69.503308,1200,3456.873337
55.252197,1200,3459.107866
63.505118,1200,3460.07461
-81.602228,402,3461.658309
186.151646,863,3462.35401
79.516184,1200,3464.582532
65.443539,1200,3465.548303
67.242766,1200,3467.774854
50.862398,1200,3468.740631
63.94929,1200,3470.972148
48.791465,1200,3471.945887
58.203536,1200,3474.146527
56.562852,1200,3476.355142
55.883172,1200,3477.3229
53.608305,1200,3479.540483
78.733209,1200,3480.509243
45.039339,1200,3482.758715
186.524018,968,3483.537111
-81.989002,400,3485.122806
57.008459,1200,3486.097545
62.229001,1200,3488.325084
60.7734,1200,3489.289866
67.468847,1200,3491.52339
49.829089,1200,3493.751927
48.801127,1200,3494.719695
72.793865,1200,3496.963136
46.719519,1200,3497.928962
-69.002409,481,3499.577446
-95.486026,547,3500.018965
67.429371,1200,3500.989716
-108.826665,547,3502.690035
184.546685,947,3503.450481
66.492267,1200,3505.7767
71.134493,1200,3506.743467
-86.590075,428,3508.353088
-79.252535,413,3508.686964
70.930989,1200,3509.65173
58.062213,1200,3511.883268
69.150062,1200,3512.84704
62.289625,1200,3515.081517
-80.726963,408,3515.411484
61.171942,1200,3517.635026
-75.951932,481,3518.02372
59.915935,1200,3520.250274
57.614635,1200,3521.214055
64.421138,1200,3523.444602
54.861825,1200,3524.409367
58.741359,1200,3526.642884
68.602816,1200,3528.870433
184.874855,982,3529.670781
69.722785,1200,3531.905285
63.716851,1200,3532.869056
186.349362,922,3534.871356
75.523916,1200,3535.839119
57.453453,1200,3538.066666
76.83342,1200,3539.032441
186.106355,869,3540.998859
-74.758062,626,3541.504172
-78.945243,479,3541.889884
185.240167,836,3543.832381
57.43641,1200,3544.798153
184.617532,967,3546.838322
66.306756,1200,3547.803093
47.300898,1200,3550.034631
46.113522,1200,3552.265161
80.412245,1200,3553.230931
56.790393,1200,3555.431582
56.097839,1200,3556.395339
-89.014899,564,3558.091666
48.478579,1200,3559.055439
48.056473,1200,3561.265057
-87.387773,512,3561.675684
79.235554,1200,3563.899236
64.12891,1200,3564.866003
186.266981,873,3566.836414
55.349463,1200,3567.80119
-106.360758,601,3569.552331
-100.041558,414,3569.887205
73.791328,1200,3570.852008
78.15154,1200,3573.084522
186.266422,915,3573.819046
185.573038,851,3575.77351
-97.576773,541,3576.209049
64.722979,1200,3578.46849
63.830701,1200,3579.431273
-75.752618,561,3581.134521
76.024598,1200,3582.100347
60.522831,1200,3584.330885
72.788715,1200,3585.295653
53.454754,1200,3587.533168
185.87105,881,3588.240793
-102.002065,516,3589.922179
54.582864,1200,3590.887943
71.202072,1200,3593.120486
57.483388,1200,3594.085241
76.129769,1200,3596.321761
-85.458822,516,3596.738371
69.752058,1200,3598.972922
70.128339,1200,3599.946636
185.466959,881,3601.915052
184.832198,1073,3602.778183
-113.47711,572,3604.49143
186.974031,811,3605.146234
186.398818,875,3605.84989
185.640337,924,3607.852182
53.42592,1200,3608.816952
51.929341,1200,3611.041508
56.378516,1200,3613.266078
66.954296,1200,3614.239812
53.977629,1200,3616.465372
-101.131216,620,3616.964731
-83.544214,556,3617.412203
52.822405,1200,3619.641745
59.604441,1200,3620.606509
-94.358277,722,3622.446355
55.409949,1200,3623.411156
43.526294,1200,3625.642677
67.262665,1200,3627.871209
82.291083,1200,3628.845947
67.203787,1200,3631.077481
48.914388,1200,3632.044245
60.364292,1200,3634.273787
61.511842,1200,3636.502331
-76.711927,427,3636.847213
62.978966,1200,3637.812943
59.941208,1200,3640.055438
185.933896,1042,3640.893636
56.443765,1200,3643.124179
74.766214,1200,3645.345744
64.417038,1200,3646.310517
185.325166,880,3648.276942
186.917442,892,3648.995534
58.494913,1200,3651.214108
61.580633,1200,3652.179877
63.384072,1200,3654.411411
59.638228,1200,3655.379174
80.896077,1200,3657.607717
50.907,1200,3659.828284
69.336503,1200,3660.796051
45.810443,1200,3663.028584
67.991074,1200,3663.99335
59.325316,1200,3666.220897
185.664761,826,3666.884672
65.425525,1200,3669.108232
186.015055,1069,3669.96836
69.931129,1200,3672.194913
70.708803,1200,3674.409503
41.736672,1200,3675.375291
62.702993,1200,3677.604814
184.994174,922,3678.347324
75.350903,1200,3680.56292
53.500588,1200,3681.528684
56.897207,1200,3683.743305
52.252197,1200,3685.956898
185.017302,1027,3686.78509
58.571886,1200,3688.995706
77.851588,1200,3689.963466
51.311243,1200,3692.185028
186.214024,1073,3693.04914
75.483189,1200,3695.266726
43.114886,1200,3697.495266
70.8919,1200,3698.465015
68.40255,1200,3700.699549
59.896675,1200,3701.666309
53.801968,1200,3703.885882
56.283494,1200,3704.850662
70.630374,1200,3707.07222
42.746399,1200,3709.274854
61.324848,1200,3710.239623
46.961006,1200,3712.441252
45.690931,1200,3713.414995
43.707009,1200,3715.626608
54.084989,1200,3717.860168
55.161695,1200,3718.825891
67.617286,1200,3721.059424
52.541808,1200,3722.025192
65.244093,1200,3724.243772
41.218285,1200,3725.210537
-96.665031,636,3726.985599
-100.459283,629,3727.49191
184.791076,925,3729.496194
49.785494,1200,3730.461967
59.917844,1200,3732.680546
77.458978,1200,3733.646309
75.18867,1200,3735.862895
54.112765,1200,3736.828665
-88.312275,684,3738.632636
186.302798,956,3739.401068
66.697662,1200,3741.62362
43.540287,1200,3742.595373
46.739482,1200,3744.836875
51.882145,1200,3747.059433
58.757479,1200,3748.02321
-79.60554,560,3748.473701
39.545357,1200,3750.693301
69.708542,1200,3752.908863
54.294803,1200,3753.876647
58.338933,1200,3756.101192
76.135013,1200,3757.071932
-98.020746,557,3758.785207
84.433816,1200,3759.749978
76.396931,1200,3761.981509
61.297033,1200,3762.947291
66.221558,1200,3765.168845
65.291393,1200,3767.39244
78.320977,1200,3768.36117
61.374967,1200,3770.590715
70.053836,1200,3771.563447
55.290933,1200,3773.788009
58.635265,1200,3776.014575
71.886268,1200,3776.981323
186.011225,1118,3779.143094
75.769481,1200,3780.108807
58.330092,1200,3782.439062
55.208039,1200,3783.411757
186.496901,796,3785.327401
-80.702415,356,3785.615438
51.977005,1200,3787.844976
-67.113828,413,3788.178854
59.01601,1200,3789.14662
70.39969,1200,3791.38016
67.986764,1200,3793.599723
185.641573,888,3794.317321
64.045381,1200,3796.551846
68.685494,1200,3797.5216
55.301933,1200,3799.758125
56.857909,1200,3800.72289
-62.796476,579,3802.446133
185.160017,850,3803.131779
52.601295,1200,3805.351406
54.79295,1200,3806.318166
80.661773,1200,3808.549649
77.225516,1200,3809.515417
186.514384,787,3811.405155
76.329182,1200,3812.382824
-73.512375,471,3814.023394
186.252274,807,3814.676212
67.845241,1200,3816.889802
-76.100328,500,3817.294442
-73.235565,493,3817.692119
-97.102387,551,3818.135669
186.090259,768,3820.000395
66.272793,1200,3820.967167
56.649245,1200,3823.182753
58.729381,1200,3824.149507
186.2104,841,3826.078068
-87.731434,562,3826.53055
59.990522,1200,3828.748157
-71.30744,413,3829.080042
67.373559,1200,3830.044797
70.347628,1200,3832.239472
185.765637,809,3832.891263
186.638137,1012,3834.93542
186.499883,799,3835.577277
66.664041,1200,3837.760978
185.112551,890,3838.477599
-77.039369,562,3840.158953
74.361386,1200,3841.133693
184.752015,1086,3843.239586
185.433393,944,3844.001092
76.517237,1200,3846.194755
67.578342,1200,3847.162522
-71.037724,654,3848.917644
83.198062,1200,3849.886415
76.47869,1200,3852.086042
70.672801,1200,3853.052844
77.521824,1200,3855.258433
64.897855,1200,3857.451092
185.175305,895,3858.172673
-72.121304,418,3858.507579
186.161935,984,3860.519828
75.242986,1200,3861.487589
58.799435,1200,3863.677262
185.661042,787,3864.31114
62.821485,1200,3866.502816
185.664079,899,3867.227387
-85.376695,413,3868.799132
70.746496,1200,3869.773865
61.466291,1200,3871.990451
64.05609,1200,3872.955222
77.327291,1200,3875.170813
61.436759,1200,3876.137579
65.730088,1200,3878.350187
72.070805,1200,3880.565781
77.641083,1200,3881.529533
79.11759,1200,3883.756082
57.88088,1200,3884.732812
185.916405,1000,3886.795918
78.318235,1200,3887.760686
-80.542965,417,3889.347381
-82.244147,411,3889.679272
80.466486,1200,3890.646037
-88.116866,543,3892.33538
67.771103,1200,3893.299164
63.699786,1200,3895.525721
71.300751,1200,3896.491496
-76.518787,422,3898.085153
62.545486,1200,3899.059878
47.799113,1200,3901.273495
77.622761,1200,3902.237259
57.792355,1200,3904.456824
56.825993,1200,3906.684379
66.53256,1200,3907.650143
83.952905,1200,3909.867723
51.133085,1200,3910.835487
186.757595,928,3912.843771
186.399913,833,3913.51552
59.409105,1200,3915.733106
69.065407,1200,3916.698869
184.897057,830,3918.599511
-59.437343,498,3919.001167
186.051895,1017,3921.054296
81.909806,1200,3922.019078
-80.107783,395,3922.337004
80.12994,1200,3924.547603
186.09312,1109,3925.441622
77.300419,1200,3927.680156
60.784548,1200,3929.904683
185.958176,1193,3930.864471
62.208965,1200,3933.095008
186.783116,903,3933.82259
42.332998,1200,3936.048132
-58.148229,550,3936.489655
56.003541,1200,3938.723184
-92.305707,716,3939.300256
69.998,1200,3941.547728
83.15351,1200,3942.511508
45.578352,1200,3944.748025
48.961703,1200,3945.71678
185.624863,1053,3947.839674
52.283842,1200,3948.805448
71.098614,1200,3951.044961
79.121029,1200,3953.27749
56.506242,1200,3954.245248
54.361544,1200,3956.488745
58.132191,1200,3957.454517
76.821288,1200,3959.683056
52.218415,1200,3961.909611
59.699237,1200,3962.87737
48.938689,1200,3965.105936
49.990013,1200,3966.072681
185.037327,1025,3968.17465
57.898769,1200,3969.148385
185.959041,1153,3971.35401
186.691328,1156,3973.565606
184.500449,961,3974.341019
54.137804,1200,3976.586503
55.921576,1200,3977.551271
54.355316,1200,3979.787783
70.957001,1200,3980.752567
70.362695,1200,3982.992076
74.712917,1200,3985.235565
67.904541,1200,3986.202322
73.175554,1200,3988.438854
76.958821,1200,3989.405615
50.267499,1200,3991.672034
54.540929,1200,3992.637803
60.333398,1200,3994.88229
-90.911413,592,3995.359689
186.828531,895,3997.354024
51.436681,1200,3998.327757
-92.81672,605,4000.082895
186.567015,1002,4000.890185
54.572936,1200,4003.125704
73.622988,1200,4004.092477
55.595204,1200,4006.32502
59.102755,1200,4007.293768
65.842305,1200,4009.526289
186.272093,830,4010.195052
57.309791,1200,4012.439546
68.900416,1200,4014.656125
58.543651,1200,4015.621902
78.615361,1200,4017.839483
184.656367,1089,4018.716547
186.02065,797,4020.612204
49.130465,1200,4021.57697
59.921416,1200,4023.806517
66.222923,1200,4026.045049
55.194385,1200,4027.017797
-69.486512,726,4027.600823
185.945242,1005,4029.6759
185.437307,1051,4030.52109
82.505534,1200,4032.759574
70.675089,1200,4035.004051
81.684749,1200,4035.969823
56.646841,1200,4038.215302
185.940491,1137,4039.129251
58.91599,1200,4041.377725
81.179928,1200,4043.61125
57.751661,1200,4044.577023
185.306044,817,4046.502582
186.470104,1110,4047.398582
71.371368,1200,4049.62414
65.231567,1200,4050.589904
56.964541,1200,4052.813466
54.495495,1200,4053.779244
185.914639,795,4055.684851
77.33797,1200,4056.648629
186.107882,873,4058.60409
-56.979284,627,4059.108407
186.819972,800,4059.751271
60.063735,1200,4061.966843
80.580866,1200,4064.18044
61.376204,1200,4065.146212
65.21091,1200,4067.366774
79.292731,1200,4068.340522
